category,description,price,quantity,owner_id,name
PS5 Game,"Answer the call of duty and join the fight in Call of Duty: Vanguard. Experience the origins of special forces units from around the world as they come together to turn the tide of World War II. Like-new condition, the fate of the world hangs in the balance.",60,16,21,Call of Duty: Vanguard
PS5 Game,"Embrace the chaos and overthrow a tyrannical regime in Far Cry 6. Explore the lush and volatile island of Yara, lead a guerrilla revolution, and confront the ruthless dictator Anton Castillo. Lightly used, but the fight for freedom is just beginning.",65,5,26,Far Cry 6
PS4 Game,"Unravel the mysteries of a haunted Tokyo in Ghostwire: Tokyo. Explore a city overrun by malevolent spirits, harness supernatural abilities, and uncover the truth behind the disappearance of its inhabitants. Like-new condition, the veil between the living and the dead is thin.",55,5,32,Ghostwire: Tokyo
PS5 Game,"Embark on a fantastical journey through a magical realm in Forspoken. Play as Frey, a young woman transported to the land of Athia, as she discovers her latent powers and battles against formidable foes. Brand new copy, the adventure of a lifetime awaits.",65,12,36,Forspoken
PS4 Game,"Navigate the perilous streets of a zombie-infested city in Dying Light 2. Scavenge for resources, craft weapons, and parkour your way through hordes of the infected as you uncover the dark secrets of the urban landscape. Factory sealed, survival is not guaranteed in this harsh world.",55,13,21,Dying Light 2
PS5 Game,"Prepare for the epic conclusion to Kratos' journey in God of War Ragnarok. Journey through the Nine Realms of Norse mythology, face off against gods and monsters, and confront the destiny that awaits the Ghost of Sparta. Like-new condition, the gods will tremble in the face of your wrath.",65,5,36,God of War Ragnarok
PS5 Game,"Enroll at Hogwarts School of Witchcraft and Wizardry and embark on a magical adventure in Hogwarts Legacy. Explore the wizarding world, uncover hidden secrets, and master powerful spells as you forge your own path in this open-world RPG. Lightly used, but the magic of Hogwarts awaits.",50,14,37,Hogwarts Legacy
PS5 Game,"Protect Gotham City and carry on the legacy of the Dark Knight in Gotham Knights. Play as Batman's allies, Nightwing, Batgirl, Robin, and Red Hood, as they team up to take on the criminal underworld and unravel a sinister conspiracy. Pre-loved, but the bat-signal still shines bright.",50,13,22,Gotham Knights
Xbox Series X Game,"Set forth on a journey to the stars in Starfield. Explore a vast and untamed galaxy, chart your own course through the cosmos, and uncover the mysteries of ancient civilizations. Brand new copy, the final frontier beckons in this ambitious space epic.",60,6,27,Starfield
PS5 Game,"Return to the world of Thedas in Dragon Age 4. Embark on a new adventure filled with political intrigue, epic battles, and memorable companions as you shape the fate of nations. Factory sealed, the fate of Thedas rests in your hands.",60,14,37,Dragon Age 4
PS5 Game,"Speed into a new dimension of Sonic adventure in Sonic Frontiers. Explore a vast open world filled with secrets, challenges, and iconic enemies as you race to save the world from a mysterious threat. Brand new copy, the fastest hedgehog alive is back.",50,4,24,Sonic Frontiers
PS5 Game,"Master the art of Kung Fu and seek vengeance in Sifu. Play as a young martial artist on a quest to avenge your family's murder, hone your skills, and confront powerful adversaries in intense hand-to-hand combat. Like-new condition, every defeat brings you closer to victory.",30,18,26,Sifu
Xbox Series X Game,"Venture into the heart of the Chernobyl Exclusion Zone in S.T.A.L.K.E.R. 2: Heart of Chornobyl. Explore a hauntingly atmospheric open world, scavenge for resources, and survive against deadly anomalies and mutated creatures. Pre-loved, but danger lurks around every corner.",50,20,26,S.T.A.L.K.E.R. 2: Heart of Chornobyl
PS5 Game,"Journey into the mind of Gollum in The Lord of the Rings: Gollum. Navigate the treacherous paths of Middle-earth, grapple with the duality of Smeagol and Gollum, and uncover the secrets of the One Ring. Lightly used, but the quest for precious treasures never ends.",60,6,25,The Lord of the Rings: Gollum
PS5 Game,"Explore a surreal and nightmarish alternate reality in Atomic Heart. Dive into a world of Soviet-era sci-fi, face off against grotesque abominations, and unravel the mysteries of a secret research facility gone awry. Brand new copy, reality is just a heartbeat away.",40,8,27,Atomic Heart
Switch Game,"Embark on a whimsical adventure across a tropical paradise in Tchia. Play as a young girl with the power to possess animals and objects, explore lush landscapes, and uncover the hidden secrets of your island home. Like-new condition, the spirit of exploration knows no bounds.",30,17,33,Tchia
PS4 Game,"Set sail for adventure in Beyond Good & Evil 2. Explore a vast and vibrant galaxy, recruit a diverse crew of characters, and uncover the truth behind a conspiracy that spans the stars. Factory sealed, the destiny of the cosmos awaits.",60,6,23,Beyond Good & Evil 2
PS5 Game,"Brave the horrors of a plague-ridden world in A Plague Tale: Requiem. Follow the harrowing journey of Amicia and Hugo as they escape the Inquisition and confront the supernatural forces that threaten to engulf them. Like-new condition, survival comes at a high price.",40,3,26,A Plague Tale: Requiem
PS5 Game,"Experience the heart-wrenching tale of siblings Amicia and Hugo in A Plague Tale: Innocence. Navigate through the chaos of medieval France, evade the Inquisition, and confront the swarms of rats that plague the land. Pre-loved, but the bonds of family are unbreakable in the face of adversity.",20,1,37,A Plague Tale: Innocence
Board Game,"Immerse yourself in the adventure of a lifetime with Jumanji, the mystical board game. Roll the dice, unleash chaos, and journey into a world of danger and excitement where every roll can change your fate. Brand new, the call of the wild beckons those brave enough to play.",20,20,33,Jumanji
Board Game,"Build, trade, and settle your way to victory in Settlers of Catan. Explore the island, gather resources, and establish thriving settlements to become the dominant force in this strategic and interactive game. Suitable for players of all ages, Settlers of Catan offers endless replayability and fun.",35,6,35,Settlers of Catan
Board Game,"Embark on a cross-country railway adventure in Ticket to Ride. Collect train cards, claim routes, and connect cities to earn points and complete your tickets. With simple rules and engaging gameplay, Ticket to Ride is the perfect choice for family game night or a fun-filled gathering with friends.",35,18,32,Ticket to Ride
Board Game,"Build a medieval landscape one tile at a time in Carcassonne. Place tiles strategically, claim features like cities, roads, and fields, and score points to emerge as the victor. With its elegant mechanics and endless possibilities, Carcassonne is a timeless classic for board game enthusiasts.",35,7,23,Carcassonne
Board Game,"Work together to save humanity from deadly diseases in Pandemic. As members of a disease control team, travel the globe, treat infections, and discover cures before it's too late. With its cooperative gameplay and tense decision-making, Pandemic offers a thrilling and immersive experience for players.",35,19,35,Pandemic
Board Game,"Test your wit and communication skills in Codenames. As spymasters, give one-word clues to your teammates to help them identify secret agents from a grid of code words. But beware of the assassin! With its blend of deduction and strategy, Codenames is sure to keep players engaged and entertained.",35,17,25,Codenames
Board Game,"Dive into a world of imagination and storytelling with Dixit. Players take turns as the storyteller, offering cryptic clues for beautifully illustrated cards. The other players must guess which card matches the clue, leading to creative and whimsical interpretations. Dixit is a game that inspires laughter, creativity, and connection.",35,9,33,Dixit
Board Game,"Unleash your inner artist and comedian in Telestrations. Players take turns drawing and guessing words or phrases, leading to hilarious misunderstandings and unpredictable outcomes. With its simple rules and uproarious gameplay, Telestrations guarantees laughter and fun for players of all ages.",35,3,28,Telestrations
Board Game,"Race against time to retrieve priceless treasures from a sinking island in Forbidden Island. Work together as a team of adventurers to collect the treasures and escape before the island sinks beneath the waves. With its cooperative gameplay and suspenseful challenges, Forbidden Island is an exhilarating adventure for all.",35,19,32,Forbidden Island
Board Game,"Explore the dark alleys and haunted buildings of Baldur's Gate in this thrilling adaptation of the classic Betrayal at House on the Hill. As adventurers, uncover secrets, face supernatural horrors, and ultimately confront betrayal as one among you turns traitor. With its immersive storytelling and variable scenarios, Betrayal at Baldur's Gate offers endless replayability and excitement.",35,3,37,Betrayal at Baldur's Gate
Board Game,"Enter the world of kings, queens, and knights in Chess. With its timeless rules and strategic depth, Chess has captivated players for centuries. Plan your moves, anticipate your opponent's strategy, and outmaneuver them to achieve victory in this ultimate test of intellect and skill.",35,15,24,Chess
Board Game,"Master the ancient game of Go, known for its simplicity of rules yet depth of strategy. Place stones on the board to surround territory and capture your opponent's stones. With its elegant gameplay and rich history, Go offers a lifetime of exploration and mastery for players of all levels.",35,5,25,Go (Wei Chi/Baduk)
Board Game,"Test your vocabulary and word skills in Scrabble. Form words on the game board using letter tiles, strategically placing them to maximize your score. With its blend of strategy and language, Scrabble is a classic game that challenges and delights players of all ages.",35,9,35,Scrabble
Board Game,"Conquer the world in Risk, the classic game of global domination. Deploy armies, launch attacks, and negotiate alliances as you strive to achieve total conquest. With its strategic depth and epic scope, Risk offers endless possibilities and excitement for players willing to take on the challenge.",35,7,35,Risk
Board Game,"Buy, sell, and scheme your way to wealth and success in Monopoly. Build your empire, bankrupt your opponents, and become the richest player to emerge victorious. With its iconic gameplay and timeless appeal, Monopoly is a must-have for any board game collection.",35,12,22,Monopoly
Board Game,"Solve the mystery and uncover the culprit in Clue, also known as Cluedo. Explore the mansion, gather clues, and deduce the identity of the murderer, the weapon, and the location of the crime. With its suspenseful gameplay and thrilling whodunit premise, Clue promises hours of suspense and intrigue for aspiring detectives.",35,17,32,Clue (Cluedo)
Board Game,"Build an empire of wealth and prestige in Splendor. Collect precious gems, acquire development cards, and attract influential patrons to become the most illustrious merchant of the Renaissance. With its elegant mechanics and strategic depth, Splendor offers a captivating experience for players of all levels.",35,17,22,Splendor
Board Game,"Lead your civilization to greatness in 7 Wonders. Draft cards, build wonders of the world, and advance your society through the ages to achieve victory. With its engaging gameplay and intricate strategies, 7 Wonders offers a rich and rewarding experience for players seeking to leave their mark on history.",35,18,21,7 Wonders
Board Game," Build your kingdom and amass wealth in Dominion. As monarchs, use your resources to acquire cards, expand your domain, and outmaneuver your rivals. With its innovative deck-building mechanics and endless variety, Dominion offers a fresh and exciting gameplay experience with each playthrough.",35,10,36,Dominion
Board Game,"Transform the Red Planet and lead humanity to a new era in Terraforming Mars. Manage resources, terraform the landscape, and compete with rival corporations to make Mars habitable. With its deep strategy and immersive theme, Terraforming Mars offers a captivating journey of exploration and discovery.",35,16,37,Terraforming Mars
Board Game,"Immerse yourself in the beauty of Moorish art and craftsmanship in Azul. As artisans, compete to decorate the walls of the Royal Palace of Evora with stunning ceramic tiles. With its elegant mechanics and tactile components, Azul is a feast for the senses and a delight for players of all ages.",35,19,34,Azul
